district,schooldbn,name,neighborhood,address,coursepassrate,elaprof,mathprof,totalstudents,surveysafety,ellprograms,languageclasses,acceleratedclasses,electiveclasses,activities,accessibility,year
8.0,08X269,Bronx Studio School for Writers and Artists,Hunts Point,"928 Simpson Street, Bronx NY 10459",,,,,,English as a New Language,,,,Fine Arts Program,Not Accessible,2018
20.0,20K609,Urban Assembly School for Criminal Justice,Borough Park,"4200 16th Avenue, Brooklyn NY 11204",91.0,41.0,40.0,217.0,90.0,English as a New Language,,Algebra I,"Book Club, Drama, Technology, Visual Art","Baker’s Brunches ; Dance ; Junior Iron Chef (Cooking Club) ; Music ; Overnight Trips to Philadelphia and Washington, DC ; Peer Tutoring ; Sixth Grade Overnight Trip to a Vermont Farm",Accessible,2018
20.0,20K686,Brooklyn School of Inquiry,Bensonhurst,"50 Avenue P, Brooklyn NY 11204",38.0,81.0,90.0,214.0,97.0,English as a New Language,Spanish,"Algebra I, Living Environment","Band, Dance, Drama/Theater, Fine Arts, Music",Animation ; Chess ; Filmmaking ; Music Production ; Teen Talk Radio ; Web Design,Accessible,2018
21.0,21K095,The Gravesend School (P.S. 95),Gravesend,"345 Van Sicklen Street, Brooklyn NY 11223",97.0,29.0,34.0,145.0,98.0,English as a New Language,,Algebra I,"Advisory-Community Service, Band, Chorus, Coding, Contemporary Dance, Engineering, Leader in Me, Pop Art, Regents Courses, STEM, Student Government, Theater, Visual Art",Art ; Basketball ; CASA-Mural Painting ; Chess ; Crochet ; English as a New Language Story Studio ; Health & Fitness ; Hip-Hop & Contemporary Dance ; Instrumental Music (Band) ; Lunch Clubs ; Student-to-Student Mentoring Program ; Technology ; Urban Advantage ; Yearbook,Not Accessible,2018
21.0,21K096,Seth Low (I.S. 96),Bensonhurst,"99 Avenue P, Brooklyn NY 11204",94.0,28.0,29.0,723.0,83.0,English as a New Language,Spanish,"Algebra I, Earth Science, Living Environment","Coding, Dance, Drum Corp/Orchestra, Literacy, Microsoft IT Academy, Music (Strings and Band), Physician's Assistant Program, Regents Prep Algebra, Regents Prep Science, Robotics, Veterinary Science/Zoology, Visual Arts, STEM",After-School English as a New Language Program ; Broadway Junior ; Chorus ; College Campus Exploratory Trips ; College and Career Readiness Course ; Council for Unity Program ; Dance ; Environmental Club ; Math League ; Project Boost ; Project Boost Field Trips ; Respect for All Campaign ; Sisterhood Young Women Club ; Specialized High School Preparation ; Urban Advantage ; Young Men's Club,Accessible,2018
21.0,21K098,The Bay Academy (I.S. 98),Sheepshead Bay,"1401 Emmons, Brooklyn NY 11235",100.0,85.0,89.0,1513.0,88.0,English as a New Language,Latin,"Algebra I, Earth Science, Living Environment",Honors Living Environment Lab,ARISTA/Archon ; ArtsAchieve ; Ballet ; Book Club ; Bookmaking ; Bridge Building ; Chess ; Dances ; Fashion Design ; FBI SOS ; Food Corps ; Jazz Band ; Leadership ; Math Team ; Musical Productions ; Scholastic Art ; Science Night ; Science Olympiad ; Senior Days ; Set Design ; Spelling Bee ; Stock Market ; Student Government ; SumDog Math ; Talent Show ; Yearbook,Not Accessible,2018
21.0,21K099,Isaac Asimov (P.S. 99),Midwood,"1120 East 10th Street, Brooklyn NY 11230",97.0,33.0,38.0,252.0,94.0,English as a New Language,Italian,"Algebra I, Earth Science",Start-Up Instrumental Band Program,CASA (students work with experienced staff of the Intrepid Sea Air and Space Museum in an interdisciplinary approach) ; Chess ; Community Service ; Drama ; Penny Harvest ; Technology,Not Accessible,2018
21.0,21K121,Nelson A. Rockefeller (P.S./I.S. 121) Magnet School of Applied Life Sciences,Borough Park,"5301 20th Avenue, Brooklyn NY 11204",97.0,57.0,51.0,96.0,96.0,English as a New Language,Spanish,"Algebra I, Living Environment",,Please contact the school for more information about the activities it offers.,Not Accessible,2018
15.0,15K448,Brooklyn Collaborative,Carroll Gardens-Red Hook,"610 Henry Street, Brooklyn NY 11231",,,,,,English as a New Language,"American Sign Language, Spanish",,"Band, Drama, Health, Instrumental Music, LEGO Robotics, Physical Education, Visual Arts",Anime Club ; Chess ; Dance through BAM ; Debate ; Drama ; GSA ; Mural Club through Groundswell ; Musical Theater through Brooklyn Arts Exchange ; NYCOB Rock Climbing ; Reel Works Film ; Student Leadership,Not Accessible,2018
21.0,21K209,The Margaret Mead School (P.S. 209),Brighton Beach,"2609 East 7th Street, Brooklyn NY 11235",93.0,44.0,45.0,180.0,87.0,English as a New Language,Italian,"Algebra I, Earth Science","Art, Chorus, Regents Math, Regents Science",Art Club ; Basketball ; CPC After-School Program ; ELL Enrichment ; Federation of Italian-American Organizations ; Road Runners Track ; School Newspaper,Not Accessible,2018
21.0,21K225,The Eileen E. Zaglin School (P.S. 225),Brighton Beach,"1075 Ocean View Avenue, Brooklyn NY 11235",98.0,33.0,27.0,355.0,86.0,English as a New Language,,Algebra I,"Art, Chorus, Dance, Music",Brooklyn Botanical Gardens Partnership Program ; Financial Literacy Program ; Penny Harvest ; Theater ; Violin Ensemble,Accessible,2018
21.0,21K226,Alfred De B. Mason (P.S./ I.S. 226),Borough Park,"6006 23rd Avenue, Brooklyn NY 11204",100.0,41.0,43.0,317.0,91.0,English as a New Language,Spanish,"Algebra I, Living Environment, Spanish","AIS, Art, Band, Computer Technology, Digital Literacy, English as a New Language Through Theater, IXL, Music, Spanish, Specialized High School Preparatory Courses","Arista/ARCHON ; Art Club ; Band ; Basketball ; Boys Mentoring Club ; Broadway Junior ; Computer Programing ; Daily After-School Program (run by the Federation of Italian Americans) ; Guitar ; LGBTQ Club ; Mighty Milers ; Partnerships-Urban Advantage, STEM ; PENCIL/JPMC ; Soccer ; Social Club ; Student Council ; Sustainability Club ; Technology ; Teen Thursdays ; Volleyball",Accessible,2018
21.0,21K228,David A. Boody (I.S. 228),Bensonhurst,"228 Avenue S, Brooklyn NY 11223",99.0,38.0,39.0,1383.0,83.0,"English as a New Language, Dual Language: Chinese, Dual Language: Russian, Dual Language: Spanish, Dual Language: Hebrew","Hebrew, Italian, Mandarin, Other Language, Russian, Spanish","Algebra I, Earth Science, Living Environment","Art, Chinese Art, Coding, Dance, Digital Art, Music, Musical Theater","3-D Creations ; Art ; Audio Visual Squad ; Cheerleading Team ; Chess ; Chinese Dance Team ; Cinematic Studies ; Coding ; Color Guard ; Cooking ; Council for Unity ; Crochet ; Dance ; Debate Team ; Engineering ; Fashion ; Foreign Languages (Chinese, Hebrew, Italian, Russian, Spanish) ; Girls & Boys Clubs ; HS Connections ; Hip Hop Team ; Homework Center ; Life Skills ; Robotics ; Science ; STEM ; Student Government ; Teen Entrepreneur ; Yearbook ; Zumba",Accessible,2018
21.0,21K238,The Anne Sullivan School (P.S./I.S. 238),Homecrest,"1633 East 8th Street, Brooklyn NY 11223",96.0,23.0,21.0,189.0,96.0,English as a New Language,Spanish,"Algebra I, Living Environment","Art Studio, Band, Chess, Chorus, Computers, Culinary Arts, Dance Studio, Drum Corp, Orchestra ",Alliance for a Healthier Generation ; The Anne Sullivan Honor Society ; Art Studio ; City Harvest for Food ; Culinary Arts ; Liberty Science Center ; Pennies for Patients ; Socks for Soldiers ; Sports ; STEM ; Student Ambassadors ; Student Council ; Video Programing,Accessible,2018
21.0,21K239,Mark Twain for the Gifted & Talented (I.S. 239),Coney Island,"2401 Neptune Avenue, Brooklyn NY 11224",100.0,84.0,84.0,1270.0,90.0,English as a New Language,"Italian, Other Language, Spanish","Algebra I, Italian, Living Environment, Spanish","Art, Dance, Debate, Drama, Leadership, Music, Robotics, STEM, Tech Theater Squad, Technology",ARISTA/NJHS ; Art Publications ; Art and Music Exhibitions ; Book Club ; Chamber Orchestra ; Chess ; Community Service ; Debate ; Eureka Project ; Film Production ; Leadership ; Math Team ; Mouse Squad ; Musical Theater ; National Grid/Brooklyn Tech STEM Pipeline Program ; NIA After-School Program ; Robotics Team ; School Newspaper ; SHSAT Prep ; Social Awareness Club ; Software Engineering ; Talent Programs ; Tech Theater Squad ; Track Club ; Yoga,Not Accessible,2018
21.0,21K281,Joseph B. Cavallaro (I.S. 281),Bensonhurst,"8787 24th Avenue, Brooklyn NY 11214",97.0,36.0,49.0,1290.0,79.0,"English as a New Language, Dual Language: Chinese, Dual Language: Spanish",Spanish,"Algebra I, Living Environment, Spanish","Art, College and Careers, Computer Programming, Dance (Tap, Jazz, Ballet), Health, STEM Computer (APP Design, Computer Game Design, Programming), STEM Math (ASME Engineering, Geometer's Sketchpad, Virtual Enterprise), STEM Science (Lego Robotics, Hydroponics, 3D Printing, Aeronautics), Vocal Music",3-D Printing ; ASME Engineering ; Billion Oyster Project ; Chess ; Computer Tech Squad ; Drama ; Flight Simulation ; Green Team ; Hydroponic Greenhouse ; i-Ready ; LEGO Robotics ; Mighty Milers ; National Junior Honors Society ; NIA Community After-School Program ; Pennies for Patients ; Regents/SHSAT Prep ; Student Government ; ThinkCerca ; Underwater SeaPerch Robotics ; Virtual Enterprise,Not Accessible,2018
21.0,21K288,The Shirley Tanyhill School (P.S./I.S. 288),Coney Island,"2950 West 25th Street, Brooklyn NY 11224",72.0,25.0,8.0,173.0,83.0,English as a New Language,,,"We currently offer dance, fine arts, vocal, leadership, computer technology, journalism and broadcasting, and urban gardening.",African Dance ; Ballet ; Competitive Cross Country ; Competitive Indoor and Outdoor Track ; Cooking ; Drumming ; Flag Football ; Music ; Varsity Boys and Girls Basketball,Not Accessible,2018
21.0,21K303,Herbert S. Eisenberg (I.S. 303) Academy for Career Exploration,West Brighton,"501 West Avenue, Brooklyn NY 11224",98.0,39.0,33.0,503.0,84.0,English as a New Language,Spanish,"Algebra I, Earth Science","Art, Chorus, Creative Writing, Dance, Drama, Journalism, Law Court, Math, Music, News Literacy, Science Talent, STEM","Advisory Peer Groups ; After-School Enrichment Program for English Language Learners ; After School Program: Weekdays, 2:30pm-5pm by Neighborhood Improvement Association (NIA) ; BIG (Boys Into Gentlemen) ; Chorus Club ; Chess Club ; CODE Blue Club ; GEMS (Girls Empowerment Movement) ; GO Green Club ; Intergenerational Program ; Math Enrichment Program and English Enrichment Programs ; Mouse Squad ; News Paper Club ; Shutterbugs Club (Digital Photography) ; Sports Club ; STEM ; STEM/Sustainability Club",Accessible,2018
21.0,21K468,The Kingsborough Early College Secondary School,Gravesend,"2630 Benson Avenue, Brooklyn NY 11214",95.0,36.0,31.0,286.0,79.0,English as a New Language,Spanish,"Algebra I, Spanish","Culinary, Drumming, Fashion, Hair & Make-Up, Piano, Sculpture, Step Team, Tae Kwon Do, Website Design","Academic Tutoring ; After-School Program (provides homework help, dance, and the arts): Available Monday-Friday (2:50pm-6pm) to all families in our middle school ; Debate Team ; National Junior Honor Society (NJHS) ; Neighborhood Improvement Association (NIA) ; Newspaper",Accessible,2018
27.0,27Q042,R. Vernam (P.S./M.S. 42),Arverne,"488 Beach 66th Street, Queens NY 11692",87.0,9.0,3.0,211.0,74.0,English as a New Language,Spanish,Algebra I,"Art, Peer Group Connect, Technology",After-School Programming ; Community Service; Broadway Jr. ; Etiquette Day ; Field Day ; Holiday Dances and Movie Nights for Students and Families ; Holiday Dinners for the School Community ; Monthly Student Driven Assemblies (linked to Curriculum Units) ; Positive Behavior Intervention Support (PBIS) Program ; Sports Day ; Student Council ; Vocal/Chorus,Accessible,2018
27.0,27Q043,P.S./M.S. 43,Far Rockaway,"160 Beach 29th Street, Queens NY 11691",86.0,19.0,11.0,237.0,75.0,"English as a New Language, Dual Language: Spanish",,,,,Accessible,2018
27.0,27Q202,Robert H. Goddard (M.S. 202),Ozone Park,"138-30 Lafayette Street, Queens NY 11417",98.0,37.0,31.0,1093.0,86.0,English as a New Language,Spanish,"Algebra I, Earth Science","Choral Music, Drama, Instrumental Music, Physical Education, Spanish, Technology, Visual Arts",Advanced Regents Program ; Band ; Basketball ; Beautiful Me Cub ; CHAMPS ; Chorus ; Dance Club ; Debate ; Drama Club ; Goggle Coding ; Life Skills ; Mentoring ; Movie Club ; National Junior Honor Society (NJHS) ; Newspaper Club ; Piano ; Stock Market Club ; Student Government,Accessible,2018
27.0,27Q047,Chris Galas (P.S./M.S. 47),Broad Channel,"9 Power Road, Queens NY 11693",100.0,54.0,56.0,38.0,95.0,English as a New Language,Spanish,,,Art Expo ; Chess Club ; Cooking Club ; Dance Festival ; Garden Club ; National Junior Honor Society ; Partnership With Jamaica Bay Wildlife Refuge ; Performing Arts Club ; SWAT Team (technology team),Accessible,2018
27.0,27Q053,Brian Piccolo (I.S. 53),Far Rockaway,"10-45 Nameoke Street, Queens NY 11691",93.0,14.0,6.0,314.0,89.0,"English as a New Language, Transitional Bilingual Education: Spanish",,,"Capoeira, Dance, Drumming, FYRE Zone Production, Life Changing Music, Martial Arts, Steel Pan, Step, Visual Arts","Basketball ; Broadway Junior (Acting, Production) ; Culinary Arts ; Dance ; Fashion Design ; Flag Football ; SASF After-School Program ; Soccer",Accessible,2018
27.0,27Q309,Academy of Medical Technology,Far Rockaway-Bayswater,"8-21 Bay 25th Street, Queens NY 11691",94.0,26.0,10.0,212.0,80.0,English as a New Language,Spanish,"Algebra I, Living Environment, Spanish, US History","Advanced Music, Escalara Spanish Language Support, Guitar, Health Occupations Students of America (HOSA) Junior Program",Advisory ; Citizen Scientist Program ; College Trips ; Dance ; Internships ; Robotics ; Trips,Not Accessible,2018
27.0,27Q105,The Bay School (P.S./M.S. 105),Edgemere,"420 Beach 51st Street, Queens NY 11691",94.0,18.0,10.0,242.0,80.0,English as a New Language,Spanish,"Algebra I, English",Advanced Regents Program Track (for accelerated students),Beacon Program ; Boys' Rites of Passage ; Business Club ; Field Trips ; Mentoring Groups for Boys and Girls ; Project Hope,Not Accessible,2018
27.0,27Q207,The Rockwood Park School (P.S. 207),Howard Beach,"159-15 88th Street, Queens NY 11414",97.0,48.0,59.0,237.0,84.0,English as a New Language,Spanish,Algebra I,,Community Service,Accessible,2018
27.0,27Q114,The Belle Harbor School (P.S./M.S. 114),Belle Harbor,"134-01 Cronston Avenue, Queens NY 11694",98.0,48.0,30.0,116.0,92.0,English as a New Language,,"Algebra I, Living Environment","Foreign Language (Spanish), Instrumental Music, Technology, Visual Arts ",Art Club ; Bucket Ensemble ; CHAMPS Sports Program ; Curriculum-Related Trips ; Dances ; Jazz Band ; Millennium After-School Program ; National Junior Honor Society ; Technology Club,Accessible,2018
27.0,27Q124,Osmond A. Church (P.S./M.S. 124),South Ozone Park,"129-15 150th Avenue, Queens NY 11420",98.0,41.0,39.0,450.0,86.0,English as a New Language,Spanish,"Algebra I, Living Environment, Spanish",,Chorus ; Dance ; Debate Club ; Soccer ; STEM Club ; Step Team ; Track and Fitness Club,Accessible,2018
27.0,27Q137,America's School of Heroes (M.S. 137),Ozone Park,"109-15 98th Street, Queens NY 11417",96.0,41.0,39.0,1930.0,72.0,English as a New Language,Spanish,"Algebra I, Geometry, Living Environment","Advisory, Band, Chorus, Computer Art, Dance, Home and Career Studies, Keyboard, Robotics, Technology, Theatre, Virtual Enterprise Junior Venture, Visual Arts",Archery ; Art ; Bocce Ball ; Boys and Girls Basketball ; Business Art and Graphic Design ; Chess ; Crochet ; Cultural Overnight Trip (Eighth Grade) ; Film Media ; Flag Football ; Multicultural Dance (offered through a partnership with Millennium) ; Musical Theater ; Photography ; Robotics ; Soccer ; Student Government ; Teamwork Building Extended-Day Field Trip (Sixth and Seventh Grades) ; Teen Thursday ; Track and Field ; Volleyball,Accessible,2018
